ticket_id,order_id,ticket_type,ticket_status,csat_rating
800767,117715,Wrong item,Resolved,5
800768,109344,Delivery delay,Escalated,4
800769,114459,Wrong item,Resolved,2
800770,126075,App issue,Escalated,2
800771,113780,Refund request,Resolved,2
800772,129877,Delivery delay,Open,4
800773,112282,Delivery delay,Resolved,4
800774,130550,App issue,Open,2
800775,119569,Missing item,Resolved,5
800776,126411,Damaged item,Resolved,1
800777,106003,Refund request,Resolved,
800778,133164,Missing item,Resolved,5
800779,105397,App issue,Open,2
800780,113216,Damaged item,Open,1
800781,111729,Wrong item,Open,4
800782,136520,Damaged item,Resolved,1
800783,120897,Payment issue,Resolved,
800784,103296,Wrong item,Resolved,2
800785,140127,Refund request,Resolved,4
800786,102990,Missing item,Resolved,2
800787,114056,Payment issue,Open,4
800788,107086,Damaged item,Resolved,5
800789,122618,Missing item,Resolved,
800790,127112,App issue,Resolved,5
800791,104034,Damaged item,Resolved,1
800792,131483,Refund request,Resolved,3
800793,135410,Missing item,Resolved,5
800794,135221,App issue,Resolved,
800795,124759,Refund request,Resolved,4
800796,117664,Delivery delay,Resolved,5
800797,116815,Payment issue,Resolved,1
800798,116859,Missing item,Resolved,2
800799,121741,Missing item,Resolved,1
800800,120789,Missing item,Open,4
800801,125635,App issue,Resolved,1
800802,137286,Missing item,Open,2
800803,128277,Refund request,Resolved,5
800804,135253,Delivery delay,Resolved,3
800805,121120,Wrong item,Resolved,
800806,101605,Refund request,Resolved,1
800807,111817,App issue,Resolved,2
800808,133721,Wrong item,Resolved,
800809,114455,App issue,Resolved,3
800810,132485,Damaged item,Open,5
800811,134730,Refund request,Resolved,2
800812,115054,Delivery delay,Resolved,2
800813,110607,Refund request,Resolved,5
800814,105518,Refund request,Resolved,5
800815,114734,App issue,Resolved,
800816,141208,Payment issue,Resolved,4
800817,139905,Wrong item,Resolved,4
800818,130395,Damaged item,Resolved,3
800819,135343,Delivery delay,Resolved,2
800820,118498,App issue,Resolved,3
800821,116058,Refund request,Resolved,5
800822,121555,Refund request,Resolved,4
800823,133760,Missing item,Resolved,3
800824,104981,Wrong item,Resolved,5
800825,111540,Refund request,Resolved,5
800826,120098,Delivery delay,Resolved,4
800827,129856,Delivery delay,Resolved,1
800828,117361,Damaged item,Resolved,4
800829,119075,Delivery delay,Resolved,5
800830,139597,Refund request,Resolved,5
800831,115187,Missing item,Open,5
800832,123871,Refund request,Resolved,4
800833,129036,Delivery delay,Resolved,
800834,113192,Missing item,Resolved,2
800835,105231,App issue,Resolved,2
800836,132401,Missing item,Resolved,3
800837,106283,Wrong item,Resolved,1
800838,115741,App issue,Resolved,
800839,140536,Refund request,Resolved,5
800840,107488,Refund request,Resolved,1
800841,107553,Delivery delay,Open,
800842,131877,Refund request,Open,2
800843,106504,Delivery delay,Resolved,3
800844,108529,Wrong item,Resolved,2
800845,101984,Refund request,Escalated,5
800846,121002,Missing item,Resolved,3
800847,134812,Delivery delay,Resolved,2
800848,133854,App issue,Resolved,5
800849,109146,App issue,Resolved,3
800850,111309,Damaged item,Resolved,4
800851,139457,Refund request,Resolved,4
800852,108279,Refund request,Resolved,4
800853,109484,Payment issue,Resolved,5
800854,116615,App issue,Resolved,2
800855,118325,Refund request,Resolved,5
800856,121849,Delivery delay,Resolved,
800857,138228,Wrong item,Resolved,
800858,112777,App issue,Open,3
800859,135846,Delivery delay,Resolved,2
800860,123567,Damaged item,Resolved,3
800861,112039,Delivery delay,Open,3
800862,119311,Refund request,Resolved,
800863,106113,Damaged item,Resolved,2
800864,129990,Wrong item,Resolved,2
800865,126167,Payment issue,Escalated,3
800866,122833,App issue,Resolved,5
800867,108447,Delivery delay,Resolved,
800868,137358,App issue,Resolved,5
800869,118837,Wrong item,Resolved,1
800870,116687,Delivery delay,Resolved,2
800871,136622,App issue,Resolved,5
800872,134077,Missing item,Resolved,1
800873,134833,Delivery delay,Resolved,3
800874,132254,Payment issue,Resolved,2
800875,120885,Damaged item,Resolved,2
800876,113515,App issue,Resolved,
800877,105479,Delivery delay,Resolved,4
800878,103770,Refund request,Resolved,3
800879,125948,Delivery delay,Resolved,1
800880,136153,Delivery delay,Resolved,5
800881,121543,Delivery delay,Resolved,1
800882,103032,Wrong item,Resolved,3
800883,140630,Wrong item,Open,3
800884,102159,Delivery delay,Resolved,3
800885,116017,Refund request,Resolved,2
800886,140499,Refund request,Open,5
800887,102047,Damaged item,Resolved,
800888,135644,Payment issue,Resolved,5
800889,108746,Refund request,Resolved,1
800890,117816,App issue,Resolved,4
800891,101275,Refund request,Resolved,4
800892,121204,Wrong item,Resolved,4
800893,136340,Delivery delay,Resolved,5
800894,117061,Missing item,Open,4
800895,138957,Missing item,Resolved,5
800896,126503,Payment issue,Resolved,
800897,116225,Damaged item,Resolved,3
800898,115915,Damaged item,Resolved,3
800899,121696,Missing item,Resolved,
800900,114940,App issue,Resolved,3
800901,110478,Damaged item,Open,
800902,129912,Delivery delay,Resolved,2
800903,134561,Missing item,Resolved,3
800904,117737,App issue,Resolved,5
800905,105980,Delivery delay,Resolved,
800906,126138,Wrong item,Resolved,2
800907,128091,Damaged item,Resolved,1
800908,115279,Delivery delay,Resolved,5
800909,128504,Wrong item,Resolved,2
800910,131783,App issue,Resolved,
800911,126284,Delivery delay,Resolved,5
800912,128726,Refund request,Resolved,4
800913,118529,Damaged item,Resolved,
800914,108465,Refund request,Resolved,5
800915,131843,Wrong item,Resolved,1
800916,104560,Refund request,Resolved,2
800917,112576,Damaged item,Resolved,2
800918,112463,App issue,Open,
800919,117802,Delivery delay,Resolved,4
800920,111524,Wrong item,Resolved,2
800921,124861,Delivery delay,Resolved,1
800922,100413,Damaged item,Resolved,5
800923,140408,Delivery delay,Open,1
800924,111019,Missing item,Open,4
800925,132954,Delivery delay,Resolved,3
800926,110486,Wrong item,Resolved,1
800927,113469,Damaged item,Open,3
800928,132713,App issue,Resolved,3
800929,136408,Payment issue,Resolved,1
800930,121274,Refund request,Resolved,1
800931,136028,App issue,Resolved,3
800932,101315,Wrong item,Resolved,2
800933,123869,Delivery delay,Open,5
800934,138950,Damaged item,Resolved,
800935,102985,App issue,Resolved,2
800936,107589,Damaged item,Resolved,
800937,129109,Delivery delay,Open,3
800938,125893,Delivery delay,Resolved,2
800939,133280,Payment issue,Resolved,
800940,112578,Delivery delay,Resolved,5
800941,124230,Refund request,Resolved,5
800942,115448,Damaged item,Open,
800943,119745,Delivery delay,Resolved,5
800944,136852,Wrong item,Resolved,
800945,133385,App issue,Escalated,3
800946,137310,Wrong item,Resolved,4
800947,117311,Refund request,Resolved,1
800948,120782,Refund request,Resolved,2
800949,139317,Missing item,Resolved,2
800950,129180,Refund request,Open,2
800951,130644,Refund request,Resolved,5
800952,120646,Damaged item,Resolved,3
800953,123556,Damaged item,Resolved,5
800954,104458,Damaged item,Resolved,
800955,127937,Missing item,Resolved,1
800956,118185,Missing item,Resolved,1
800957,136948,App issue,Resolved,1
800958,134362,App issue,Resolved,2
800959,130516,Refund request,Open,1
800960,134967,Missing item,Escalated,1
800961,116061,Damaged item,Resolved,
800962,101951,Wrong item,Open,4
800963,121933,Delivery delay,Resolved,
800964,138045,Delivery delay,Open,1
800965,141948,App issue,Resolved,4
800966,112021,Delivery delay,Resolved,2
800967,129583,Missing item,Resolved,1
800968,127742,Damaged item,Resolved,
800969,127149,Damaged item,Escalated,
800970,119599,Refund request,Resolved,4
800971,121246,Delivery delay,Resolved,
800972,121800,Payment issue,Resolved,5
800973,135664,Payment issue,Resolved,3
800974,132190,Damaged item,Resolved,2
800975,132149,App issue,Resolved,3
800976,124792,Delivery delay,Escalated,1
800977,131862,Delivery delay,Resolved,
800978,115487,Wrong item,Resolved,4
800979,108120,Damaged item,Resolved,
800980,119946,Delivery delay,Escalated,4
800981,105892,Refund request,Resolved,5
800982,113254,Payment issue,Open,
800983,119524,Wrong item,Resolved,3
800984,125961,Refund request,Resolved,
800985,134491,Damaged item,Resolved,4
800986,106089,Refund request,Resolved,3
800987,141693,App issue,Open,2
800988,124934,Payment issue,Resolved,1
800989,129954,Missing item,Resolved,4
800990,102314,Refund request,Resolved,
800991,108125,Refund request,Resolved,
800992,134210,Refund request,Resolved,
800993,125316,App issue,Resolved,2
800994,113216,Wrong item,Resolved,
800995,133006,Payment issue,Resolved,
800996,116718,Delivery delay,Resolved,
800997,122575,Delivery delay,Open,3
800998,116470,Payment issue,Resolved,
800999,138276,Delivery delay,Resolved,4
801000,140817,Missing item,Resolved,2
801001,100059,Missing item,Resolved,
801002,103429,Delivery delay,Open,
801003,127164,Refund request,Resolved,
801004,107215,Damaged item,Resolved,
801005,104164,Delivery delay,Resolved,4
801006,117865,App issue,Resolved,1
801007,136989,Delivery delay,Resolved,
801008,109237,Missing item,Resolved,3
801009,111392,Refund request,Resolved,5
801010,122050,Missing item,Open,2
801011,117748,Delivery delay,Resolved,4
801012,110802,Wrong item,Resolved,5
801013,118648,Delivery delay,Resolved,3
801014,126807,Damaged item,Resolved,4
801015,135831,Missing item,Resolved,5
801016,128907,Refund request,Escalated,4
801017,126921,Wrong item,Resolved,3
801018,119471,Refund request,Resolved,4
801019,108018,Refund request,Resolved,
801020,103964,Wrong item,Resolved,5
801021,117757,Missing item,Resolved,4
801022,116883,Wrong item,Resolved,2
801023,125772,Delivery delay,Resolved,5
801024,116144,Delivery delay,Resolved,4
801025,121647,Refund request,Resolved,5
801026,118552,App issue,Resolved,2
801027,106813,Payment issue,Resolved,3
801028,139642,Delivery delay,Resolved,1
801029,106191,Missing item,Resolved,4
801030,100142,Refund request,Escalated,2
801031,138944,Damaged item,Resolved,1
801032,117923,Missing item,Resolved,2
801033,102149,Delivery delay,Resolved,5
801034,134336,Missing item,Resolved,4
801035,112746,Payment issue,Resolved,2
801036,125977,Damaged item,Resolved,5
801037,141114,Delivery delay,Resolved,4
801038,132280,Payment issue,Resolved,2
801039,127456,Delivery delay,Resolved,
801040,104932,Wrong item,Resolved,
801041,114505,Wrong item,Resolved,
801042,118956,Missing item,Escalated,4
801043,116576,Damaged item,Open,1
801044,138652,Refund request,Open,2
801045,126271,Refund request,Resolved,5
801046,111327,Payment issue,Resolved,3
801047,139425,Wrong item,Resolved,1
801048,130034,Missing item,Resolved,
801049,140980,Missing item,Resolved,3
801050,112155,Refund request,Resolved,4
801051,140018,Missing item,Resolved,
801052,140876,Damaged item,Resolved,
801053,119565,Delivery delay,Resolved,4
801054,107058,Refund request,Resolved,4
801055,136423,Wrong item,Resolved,2
801056,124247,Payment issue,Escalated,4
801057,128680,Delivery delay,Resolved,4
801058,136501,App issue,Resolved,
801059,111318,Wrong item,Resolved,4
801060,139021,Refund request,Resolved,2
801061,117639,Payment issue,Resolved,5
801062,118661,Missing item,Resolved,3
801063,126027,Refund request,Resolved,2
801064,112418,Refund request,Resolved,5
801065,125829,Missing item,Escalated,5
801066,117222,Refund request,Open,1
801067,130564,Delivery delay,Resolved,3
801068,115028,Missing item,Resolved,
801069,107924,Delivery delay,Open,2
801070,131914,Refund request,Resolved,
801071,112141,Refund request,Open,
801072,141902,App issue,Resolved,
801073,100229,Delivery delay,Escalated,
801074,139551,Wrong item,Resolved,1
801075,112596,Payment issue,Resolved,5
801076,140009,Refund request,Resolved,5
801077,138750,App issue,Resolved,3
801078,130760,App issue,Resolved,1
801079,109570,Delivery delay,Escalated,4
801080,124191,Missing item,Resolved,3
801081,114636,Refund request,Resolved,
801082,141450,Damaged item,Escalated,
801083,123794,Refund request,Resolved,4
801084,130076,App issue,Resolved,1
801085,140716,Damaged item,Resolved,4
801086,134606,App issue,Resolved,3
801087,105545,Damaged item,Resolved,2
801088,103500,Refund request,Resolved,4
801089,136318,Delivery delay,Resolved,2
801090,119523,Delivery delay,Resolved,4
801091,103545,Damaged item,Resolved,2
801092,124177,Refund request,Resolved,
801093,140842,Delivery delay,Escalated,5
801094,132290,Delivery delay,Resolved,4
801095,138715,Damaged item,Escalated,1
801096,124717,Delivery delay,Resolved,1
801097,122871,App issue,Resolved,3
801098,134600,Damaged item,Resolved,
801099,126038,App issue,Resolved,1
801100,113959,Damaged item,Resolved,
801101,131615,Wrong item,Resolved,3
801102,114625,Delivery delay,Resolved,4
801103,122339,Delivery delay,Resolved,2
801104,110763,Refund request,Escalated,1
801105,101451,App issue,Resolved,4
801106,133221,Damaged item,Resolved,3
801107,113161,Damaged item,Resolved,3
801108,123405,Delivery delay,Resolved,5
801109,128237,Payment issue,Resolved,
801110,132878,Payment issue,Resolved,2
801111,124797,Wrong item,Resolved,2
801112,126293,Damaged item,Resolved,5
801113,118466,Wrong item,Resolved,5
801114,115926,Wrong item,Resolved,
801115,133944,Delivery delay,Resolved,
801116,122390,Payment issue,Escalated,5
801117,117992,Missing item,Resolved,5
801118,115817,Wrong item,Resolved,1
801119,125509,Payment issue,Resolved,2
801120,138177,Wrong item,Escalated,4
801121,121143,Refund request,Resolved,
801122,130702,Damaged item,Resolved,2
801123,140974,Refund request,Resolved,
801124,114801,Payment issue,Resolved,
801125,125378,Refund request,Resolved,
801126,102319,Wrong item,Escalated,3
801127,117742,Delivery delay,Resolved,
801128,115413,Delivery delay,Resolved,3
801129,107798,App issue,Resolved,5
801130,140333,Wrong item,Resolved,
801131,136519,Missing item,Resolved,
801132,119689,Delivery delay,Resolved,
801133,111960,Delivery delay,Resolved,4
801134,138965,Delivery delay,Open,
801135,121031,Wrong item,Resolved,2
801136,134477,Delivery delay,Escalated,3
801137,131383,Damaged item,Resolved,4
801138,111621,Missing item,Resolved,1
801139,106391,Payment issue,Resolved,4
801140,117741,Delivery delay,Resolved,1
801141,111616,Refund request,Resolved,3
801142,120569,Damaged item,Resolved,1
801143,111619,Refund request,Resolved,1
801144,122701,Missing item,Resolved,2
801145,103700,Delivery delay,Open,3
801146,120702,Delivery delay,Escalated,4
801147,116102,Refund request,Resolved,5
801148,116368,Missing item,Open,
801149,105317,Delivery delay,Open,1
801150,138202,App issue,Resolved,3
801151,120871,Delivery delay,Escalated,1
801152,100319,Damaged item,Resolved,3
801153,125152,App issue,Resolved,
801154,135744,Wrong item,Resolved,2
801155,103595,Refund request,Resolved,5
801156,112899,Payment issue,Resolved,
801157,134146,Refund request,Resolved,
801158,130411,Damaged item,Open,
801159,133973,Refund request,Resolved,4
801160,123351,Delivery delay,Resolved,4
801161,134109,Refund request,Open,3
801162,131447,Delivery delay,Resolved,4
801163,100184,Missing item,Resolved,1
801164,117377,Wrong item,Resolved,1
